RecordID,Timestamp,Computer,Channel,Provider,EventID,Severity,TaskCategory,AccountName,AccountDomain,TargetUserName,TargetDomainName,LogonType,IpAddress,WorkstationName,ProcessName,ParentProcessName,CommandLine,ObjectName,ServiceName,ShareName,Status,SubStatus,FailureReason,PrivilegeList,GroupName,SubjectUserName,SourcePort,DestinationIp,DestinationPort,Protocol,RuleName,Message
100000,5/1/2026 8:00,DC01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,admin.casey,WHEELIEGOOD,admin.casey,WHEELIEGOOD,10,203.0.113.77,VPN-GW01,-,-,-,-,-,-,0xC000006A,0xC000006A,Bad password,-,-,admin.casey,52800,-,-,-,-,An account failed to log on. Account locked or bad password from external VPN source
100001,5/1/2026 8:03,DC01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,admin.casey,WHEELIEGOOD,admin.casey,WHEELIEGOOD,2,203.0.113.77,VPN-GW01,-,-,-,-,-,-,0xC000006A,0xC000006A,Bad password,-,-,admin.casey,58164,-,-,-,-,An account failed to log on. Repeated failed admin login via VPN
100002,5/1/2026 8:06,DC01,Security,Microsoft-Windows-Security-Auditing,4740,Warning,User Account Management,admin.casey,WHEELIEGOOD,admin.casey,WHEELIEGOOD,2,203.0.113.77,VPN-GW01,-,-,-,-,-,-,0x0,-,-,-,-,admin.casey,56466,-,-,-,-,A user account was locked out. Account locked out after repeated failures
100003,5/1/2026 8:09,DC01,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,2,10.10.20.88,JUMP01,-,-,-,-,-,-,0x0,-,-,-,-,svc_backup,52510,-,-,-,-,An account was successfully logged on. Successful service account logon after lockout noise
100004,5/1/2026 8:12,DC01,Security,Microsoft-Windows-Security-Auditing,4672,Information,Special Logon,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,10,10.10.20.88,JUMP01,-,-,-,-,-,-,0x0,-,-,SeDebugPrivilege;SeBackupPrivilege;SeRestorePrivilege,-,svc_backup,52000,-,-,-,-,Special privileges assigned to new logon. Privileged service account received admin privileges
100005,5/1/2026 8:15,JUMP01,Security,Microsoft-Windows-Security-Auditing,4648,Information,Logon,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,10,10.10.20.88,JUMP01,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,svc_backup,62977,-,-,-,-,A logon was attempted using explicit credentials. Explicit credentials used to access FILE01
100006,5/1/2026 8:18,JUMP01,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,-,10.10.20.88,JUMP01,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\cmd.exe,powershell.exe -NoP -EncodedCommand SQBFAFgA...,-,-,-,0x0,-,-,-,-,svc_backup,50193,-,-,-,Suspicious PowerShell / Persistence Chain,A new process has been created. PowerShell launched with encoded command
100007,5/1/2026 8:21,JUMP01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,1,Information,Process Create,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,-,10.10.20.88,JUMP01,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\cmd.exe,powershell.exe -NoP -EncodedCommand SQBFAFgA...,-,-,-,0x0,-,-,-,-,svc_backup,50128,-,-,-,Suspicious PowerShell / Persistence Chain,Sysmon process creation event. Sysmon: suspicious encoded PowerShell process created
100008,5/1/2026 8:24,JUMP01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,3,Information,Network Connection,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,-,45.83.64.12,JUMP01,-,-,-,-,-,-,0x0,-,-,-,-,svc_backup,52222,45.83.64.12,443,TCP,Suspicious PowerShell / Persistence Chain,Sysmon network connection detected. Outbound connection to unusual external IP over 443
100009,5/1/2026 8:27,JUMP01,Security,Microsoft-Windows-Security-Auditing,4698,Warning,Task Scheduler,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,-,10.10.20.88,JUMP01,-,-,-,\Microsoft\Windows\Update\WinUpdateHelper,-,-,0x0,-,-,-,-,svc_backup,56316,-,-,-,Suspicious PowerShell / Persistence Chain,A scheduled task was created. Persistence scheduled task created
100010,5/1/2026 8:30,JUMP01,System,Service Control Manager,7045,Warning,Service Install,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,-,10.10.20.88,JUMP01,-,-,-,-,WinUpdateHelper,-,0x0,-,-,-,-,svc_backup,56775,-,-,-,Suspicious PowerShell / Persistence Chain,A service was installed in the system. Potential malicious service installed
100011,5/1/2026 8:33,DC01,Security,Microsoft-Windows-Security-Auditing,4720,Warning,User Account Management,helpdesk01,WHEELIEGOOD,temp.audit,WHEELIEGOOD,-,10.10.5.23,WS-ENG-014,-,-,-,-,-,-,0x0,-,-,-,-,helpdesk01,50021,-,-,-,-,A user account was created. New user account created: temp.audit
100012,5/1/2026 8:36,DC01,Security,Microsoft-Windows-Security-Auditing,4732,Warning,Security Group Management,helpdesk01,WHEELIEGOOD,temp.audit,WHEELIEGOOD,-,10.10.5.23,WS-ENG-014,-,-,-,-,-,-,0x0,-,-,-,Administrators,helpdesk01,55667,-,-,-,-,A member was added to a security-enabled local group. temp.audit added to local Administrators
100013,5/1/2026 8:39,DC01,Security,Microsoft-Windows-Security-Auditing,4726,Warning,User Account Management,helpdesk01,WHEELIEGOOD,temp.audit,WHEELIEGOOD,-,10.10.5.23,WS-ENG-014,-,-,-,-,-,-,0x0,-,-,-,-,helpdesk01,62898,-,-,-,-,A user account was deleted. User account deleted: temp.audit
100014,5/1/2026 8:42,DC01,Security,Microsoft-Windows-Eventlog,1102,Critical,Log Clear,admin.casey,WHEELIEGOOD,admin.casey,WHEELIEGOOD,-,10.10.20.88,JUMP01,-,-,-,-,-,-,0x0,-,-,-,-,admin.casey,56375,-,-,-,Suspicious PowerShell / Persistence Chain,The audit log was cleared. Security audit log cleared
100015,5/1/2026 8:47,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4769,Information,Kerberos Service Ticket Operations,j.smith,WHEELIEGOOD,j.smith,WHEELIEGOOD,-,203.0.113.77,WS-HR-003,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,j.smith,15134,-,-,-,-,A Kerberos service ticket was requested.
100016,5/1/2026 8:52,DC02,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,m.jones,CORP,m.jones,CORP,-,10.10.8.44,WS-HR-003,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\backup.ps1,-,-,-,0x0,-,-,-,-,m.jones,36166,-,-,-,Endpoint Activity Monitoring,A new process has been created.
100017,5/1/2026 9:03,FILE01,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,m.jones,CORP,m.jones,CORP,5,-,-,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,m.jones,-,-,-,-,-,An account was successfully logged on.
100018,5/1/2026 9:06,DC01,Security,Microsoft-Windows-Security-Auditing,4771,Warning,Kerberos Authentication Service,krbtgt,WHEELIEGOOD,krbtgt,WHEELIEGOOD,-,172.16.4.11,WS-ENG-014,-,-,-,-,-,-,0xC000006D,0xC000006D,Bad username or authentication information,-,-,krbtgt,19241,-,-,-,Authentication Failure Monitoring,Kerberos pre-authentication failed.
100019,5/1/2026 9:18,APP01,Security,Microsoft-Windows-Security-Auditing,4769,Information,Kerberos Service Ticket Operations,a.patel,CORP,a.patel,CORP,-,192.168.1.55,WS-FIN-007,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,a.patel,47018,-,-,-,-,A Kerberos service ticket was requested.
100020,5/1/2026 9:22,WS-ENG-014,Security,Microsoft-Windows-Security-Auditing,4776,Warning,Credential Validation,helpdesk01,WHEELIEGOOD,helpdesk01,WHEELIEGOOD,-,10.10.12.19,LAPTOP-221,-,-,-,-,-,\\FILE01\Finance,0xC0000072,0xC0000072,Account disabled,-,-,helpdesk01,45890,-,-,-,Authentication Failure Monitoring,The domain controller attempted to validate credentials.
100021,5/1/2026 9:31,DC01,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,s.nguyen,WHEELIEGOOD,s.nguyen,WHEELIEGOOD,-,192.168.1.55,LAPTOP-221,C:\Windows\System32\services.exe,C:\Windows\explorer.exe,powershell.exe Get-Process,-,-,\\APP01\Deploy,0x0,-,-,-,-,s.nguyen,14958,-,-,-,Endpoint Activity Monitoring,A new process has been created.
100022,5/1/2026 9:35,FILE01,Security,Microsoft-Windows-Security-Auditing,4776,Warning,Credential Validation,krbtgt,CORP,krbtgt,CORP,-,10.10.12.19,WS-HR-003,-,-,-,-,-,\\APP01\Deploy,0xC000006D,0xC000006D,Bad username or authentication information,-,-,krbtgt,49980,-,-,-,Authentication Failure Monitoring,The domain controller attempted to validate credentials.
100023,5/1/2026 9:42,FILE01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,22,Information,DNS Query,guest,CORP,guest,CORP,-,192.168.1.55,WS-FIN-007,-,-,-,-,-,-,0x0,-,-,-,-,guest,6981,-,-,UDP,Endpoint Activity Monitoring,Sysmon DNS query event.
100024,5/1/2026 9:48,DC02,Security,Microsoft-Windows-Security-Auditing,4719,Warning,Policy Change,a.patel,WHEELIEGOOD,a.patel,WHEELIEGOOD,-,203.0.113.77,JUMP01,-,-,-,-,-,-,0x0,-,-,-,-,a.patel,26033,-,-,-,-,System audit policy was changed.
100025,5/1/2026 9:55,VPN-GW01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,22,Information,DNS Query,helpdesk01,CORP,helpdesk01,CORP,-,45.83.64.12,-,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,helpdesk01,45700,-,-,UDP,Endpoint Activity Monitoring,Sysmon DNS query event.
100026,5/1/2026 10:02,WS-HR-003,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,1,Information,Process Create,krbtgt,CORP,krbtgt,CORP,-,10.10.8.44,WS-HR-003,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,net.exe user /domain,-,-,\\APP01\Deploy,0x0,-,-,-,-,krbtgt,64717,-,-,-,Endpoint Activity Monitoring,Sysmon process creation event.
100027,5/1/2026 10:10,WS-ENG-014,Security,Microsoft-Windows-Security-Auditing,4776,Warning,Credential Validation,helpdesk01,WHEELIEGOOD,helpdesk01,WHEELIEGOOD,-,172.16.4.11,-,-,-,-,-,-,\\APP01\Deploy,0xC000006D,0xC000006D,Bad username or authentication information,-,-,helpdesk01,50995,-,-,-,Authentication Failure Monitoring,The domain controller attempted to validate credentials.
100028,5/1/2026 10:16,JUMP01,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,helpdesk01,WHEELIEGOOD,helpdesk01,WHEELIEGOOD,7,-,WS-HR-003,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,helpdesk01,-,-,-,-,-,An account was successfully logged on.
100029,5/1/2026 10:26,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,s.nguyen,WHEELIEGOOD,s.nguyen,WHEELIEGOOD,-,10.10.20.88,JUMP01,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\explorer.exe,"rundll32.exe shell32.dll,Control_RunDLL",-,-,\\FILE01\HR,0x0,-,-,-,-,s.nguyen,65117,-,-,-,Endpoint Activity Monitoring,A new process has been created.
100030,5/1/2026 10:34,WS-ENG-014,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,1,Information,Process Create,a.patel,CORP,a.patel,CORP,-,45.83.64.12,WS-FIN-007,C:\Windows\System32\services.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,wscript.exe C:\Users\Public\login.vbs,-,-,-,0x0,-,-,-,-,a.patel,64224,-,-,-,Endpoint Activity Monitoring,Sysmon process creation event.
100031,5/1/2026 10:41,JUMP01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,s.nguyen,CORP,s.nguyen,CORP,7,203.0.113.77,VPN-GW01,-,-,-,-,-,-,0xC0000234,0xC0000234,Account locked out,-,-,s.nguyen,8954,-,-,-,Authentication Failure Monitoring,An account failed to log on.
100032,5/1/2026 10:45,WS-FIN-007,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,m.jones,CORP,m.jones,CORP,10,10.10.5.23,JUMP01,-,-,-,-,-,\\FILE01\HR,0xC000006D,0xC000006D,Bad username or authentication information,-,-,m.jones,5676,-,-,-,Authentication Failure Monitoring,An account failed to log on.
100033,5/1/2026 10:55,WS-FIN-007,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,m.jones,WHEELIEGOOD,m.jones,WHEELIEGOOD,-,192.168.1.55,WS-ENG-014,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,m.jones,19274,-,-,-,-,A Kerberos authentication ticket was requested.
100034,5/1/2026 10:59,WS-FIN-007,Security,Microsoft-Windows-Security-Auditing,4771,Warning,Kerberos Authentication Service,helpdesk01,WHEELIEGOOD,helpdesk01,WHEELIEGOOD,-,-,JUMP01,-,-,-,-,-,-,0xC0000072,0xC0000072,Account disabled,-,-,helpdesk01,-,-,-,-,Authentication Failure Monitoring,Kerberos pre-authentication failed.
100035,5/1/2026 11:08,WS-FIN-007,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,m.jones,WHEELIEGOOD,m.jones,WHEELIEGOOD,-,203.0.113.77,WS-HR-003,-,-,-,-,-,-,0x0,-,-,-,-,m.jones,31630,-,-,-,-,A Kerberos authentication ticket was requested.
100036,5/1/2026 11:13,DC02,Security,Microsoft-Windows-Security-Auditing,4732,Warning,Security Group Management,j.smith,CORP,s.nguyen,CORP,-,192.168.1.55,-,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,Administrators,j.smith,36170,-,-,-,Account and Group Change Monitoring,A member was added to a security-enabled local group.
100037,5/1/2026 11:20,WS-ENG-014,Security,Microsoft-Windows-Security-Auditing,4769,Information,Kerberos Service Ticket Operations,svc_sql,WHEELIEGOOD,svc_sql,WHEELIEGOOD,-,172.16.4.11,LAPTOP-221,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,svc_sql,30065,-,-,-,-,A Kerberos service ticket was requested.
100038,5/1/2026 11:29,DC02,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,3,Information,Network Connection,j.smith,WHEELIEGOOD,j.smith,WHEELIEGOOD,-,10.10.8.44,-,-,-,-,-,-,-,0x0,-,-,-,-,j.smith,32570,10.10.3.25,80,TCP,Endpoint Activity Monitoring,Sysmon network connection detected.
100039,5/1/2026 11:36,FILE01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,j.smith,WHEELIEGOOD,j.smith,WHEELIEGOOD,5,203.0.113.77,WS-ENG-014,-,-,-,-,-,\\APP01\Deploy,0xC0000072,0xC0000072,Account disabled,-,-,j.smith,28746,-,-,-,Authentication Failure Monitoring,An account failed to log on.
100040,5/1/2026 11:45,VPN-GW01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,3,Information,Network Connection,a.patel,WHEELIEGOOD,a.patel,WHEELIEGOOD,-,172.16.4.11,WS-FIN-007,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,a.patel,50043,10.10.2.10,3389,TCP,Endpoint Activity Monitoring,Sysmon network connection detected.
100041,5/1/2026 11:51,DC01,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,j.smith,CORP,j.smith,CORP,-,45.83.64.12,-,C:\Windows\System32\schtasks.exe,C:\Windows\System32\services.exe,cmd.exe /c whoami,-,-,\\FILE01\HR,0x0,-,-,-,-,j.smith,56817,-,-,-,Endpoint Activity Monitoring,A new process has been created.
100042,5/1/2026 11:58,DC02,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,guest,WHEELIEGOOD,guest,WHEELIEGOOD,2,10.10.20.88,LAPTOP-221,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,guest,38964,-,-,-,-,An account was successfully logged on.
100043,5/1/2026 12:05,DC01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,22,Information,DNS Query,guest,WHEELIEGOOD,guest,WHEELIEGOOD,-,203.0.113.77,VPN-GW01,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,guest,62280,-,-,UDP,Endpoint Activity Monitoring,Sysmon DNS query event.
100044,5/1/2026 12:09,WS-FIN-007,Security,Microsoft-Windows-Security-Auditing,4634,Information,Logoff,krbtgt,CORP,krbtgt,CORP,7,10.10.20.88,WS-HR-003,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,krbtgt,30988,-,-,-,-,An account was logged off.
100045,5/1/2026 12:16,DC02,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,j.smith,CORP,j.smith,CORP,-,-,JUMP01,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\explorer.exe,schtasks.exe /query /fo LIST,-,-,\\APP01\Deploy,0x0,-,-,-,-,j.smith,-,-,-,-,Endpoint Activity Monitoring,A new process has been created.
100046,5/1/2026 12:25,APP01,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,m.jones,WHEELIEGOOD,m.jones,WHEELIEGOOD,3,192.168.1.55,WS-HR-003,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,m.jones,41110,-,-,-,-,An account was successfully logged on.
